,head_actual,word_count,len_text,end_sym,len_avg_word,no_of_stop,numeric_value,no_of_sym,cos_sim,case
633,0,1,9,0,9,0,0,0,0,2
634,0,1,6,1,6,0,0,1,0,2
635,0,1,10,0,10,0,0,0,0,2
636,0,1,10,0,10,0,0,0,0,2
637,0,1,3,1,3,0,0,3,0,3
638,0,1,6,0,6,0,0,1,0,2
639,0,1,8,0,8,0,4,1,0,2
640,0,5,42,0,8,1,0,1,0,2
641,0,1,7,0,7,0,0,3,0,0
642,0,1,6,1,6,0,4,2,0,3
643,0,2,16,0,8,0,0,0,0,2
644,0,1,8,0,8,0,4,1,0,2
645,0,5,36,0,7,0,0,1,0,2
646,0,1,11,0,11,0,0,5,0,0
647,0,1,6,1,6,0,4,2,0,3
648,0,2,15,1,7,0,0,1,0,2
649,0,1,8,0,8,0,4,1,0,2
650,0,5,36,0,7,0,0,1,0,2
651,0,1,9,0,9,0,0,4,0,0
652,0,1,6,1,6,0,4,2,0,3
653,1,1,8,1,8,0,0,1,1,0
654,0,8,62,1,7,0,0,2,1,2
655,0,5,40,1,8,1,0,2,0,2
656,0,1,4,0,4,0,0,0,1,2
657,0,3,14,1,4,0,0,2,0,3
658,0,1,8,1,8,0,0,1,0,0
659,0,23,170,1,7,9,0,5,1,2
660,1,1,9,1,9,0,0,1,0,0
661,0,3,19,0,6,0,0,1,0,3
662,0,2,13,0,6,0,0,1,0,3
663,0,6,34,1,5,0,0,3,0,3
664,1,2,16,1,8,0,0,1,1,2
665,0,4,21,0,5,0,0,1,1,2
666,0,5,32,1,6,1,6,1,1,2
667,0,6,34,0,5,0,0,2,1,2
668,0,2,9,0,4,0,0,1,0,2
669,0,3,23,1,7,0,0,2,1,2
670,0,2,20,1,10,0,0,2,1,2
671,0,5,41,1,8,0,0,4,1,2
672,0,7,50,1,7,0,0,4,0,2
673,0,5,30,0,6,1,3,2,0,2
674,0,5,31,0,6,1,3,2,0,2
675,1,1,12,1,12,0,0,1,1,2
676,0,16,85,0,5,12,0,0,1,2
677,0,2,11,1,5,1,0,1,1,1
678,0,2,14,0,7,0,0,1,0,2
679,1,1,5,1,5,0,0,1,1,2
680,0,3,15,0,5,0,0,0,0,0
681,0,2,16,0,8,0,0,0,0,0
682,0,2,15,0,7,0,0,0,0,0
683,0,4,27,0,6,0,2,2,0,2
684,0,6,59,0,9,0,10,8,0,2
685,0,16,104,0,6,6,0,1,1,2
686,0,12,72,1,6,8,0,1,1,3
687,1,2,15,0,7,0,0,0,1,0
688,0,14,88,1,6,4,2,3,1,3
689,0,10,63,1,6,2,2,4,1,3
690,0,10,59,0,5,2,4,5,0,3
691,0,13,71,1,5,2,4,6,0,3
692,0,13,75,1,5,2,4,7,0,3
693,0,15,108,0,7,4,0,4,1,3
694,0,4,25,1,6,1,4,2,0,2
695,0,7,33,1,4,1,1,3,1,3
696,1,2,18,0,9,0,0,0,0,0
697,0,10,68,0,6,2,1,2,0,3
698,0,7,66,0,9,2,0,2,1,3
699,0,5,31,1,6,2,0,1,0,3
700,0,10,65,1,6,2,0,5,0,3
701,0,8,60,0,7,1,2,4,0,2
702,0,9,71,1,7,0,0,6,0,2
703,0,4,35,1,8,0,0,1,0,2
704,0,10,62,1,6,1,0,4,0,3
705,0,9,68,1,7,3,0,1,1,2
706,0,4,22,1,5,0,0,4,0,0
707,0,10,70,1,7,0,1,5,0,3
708,0,8,60,0,7,0,0,4,0,2
709,0,7,50,1,7,1,0,6,0,3
710,0,13,93,1,7,2,0,5,0,3
711,0,13,100,0,7,3,0,4,0,3
712,0,2,18,1,9,0,0,1,0,2
713,0,1,3,0,3,0,0,0,0,0
714,0,1,7,0,7,0,0,0,0,2
715,0,1,9,0,9,0,0,0,0,2
716,0,2,16,0,8,0,0,0,0,2
717,0,2,18,0,9,0,0,0,0,2
718,0,1,3,0,3,0,0,0,0,0
719,0,1,7,0,7,0,0,0,0,2
720,0,1,9,0,9,0,0,0,0,2
721,0,2,16,0,8,0,0,0,0,2
722,0,2,18,0,9,0,0,0,0,2
723,0,1,32,0,32,0,0,4,0,1
724,1,2,14,0,7,0,0,0,1,0
725,0,9,51,0,5,3,2,2,1,2
726,1,1,11,1,11,0,0,1,0,2
727,0,9,62,1,6,2,0,2,0,3
728,0,15,94,1,6,5,12,4,1,3
729,0,13,81,1,6,5,0,2,1,3
730,0,16,93,1,5,7,0,2,1,3
731,0,8,46,0,5,2,4,3,0,2
732,1,1,11,1,11,0,0,1,0,2
733,0,10,59,1,5,2,0,2,1,3
734,0,15,95,0,6,4,1,3,1,3
735,0,1,7,1,7,0,0,1,0,1
736,0,12,97,0,8,3,0,1,1,3
737,0,4,27,1,6,2,0,1,0,1
738,0,10,60,1,6,2,0,3,1,3
739,0,17,91,0,5,5,1,1,1,3
740,0,3,21,1,7,1,0,1,0,1
741,0,13,87,1,6,2,12,5,1,3
742,0,15,91,1,6,3,4,6,0,2
743,1,1,11,1,11,0,0,1,0,2
744,0,12,88,1,7,3,0,2,0,3
745,0,12,87,1,7,3,0,2,1,3
746,0,16,105,1,6,3,0,7,1,3
747,0,13,104,0,8,1,0,4,0,2
748,0,6,41,1,6,0,0,3,0,2
749,0,16,94,1,5,3,4,6,0,2
750,1,1,11,1,11,0,0,1,0,2
751,0,15,103,1,6,6,0,2,1,3
752,0,15,105,0,7,2,0,9,0,2
753,0,12,105,0,8,3,0,8,1,2
754,0,3,10,0,3,3,0,0,1,1
755,0,19,112,0,5,9,0,2,1,3
756,0,15,103,0,6,7,1,3,1,2
757,0,6,43,1,7,1,0,6,0,2
758,0,17,105,0,6,6,0,7,1,3
759,0,5,24,1,4,3,0,1,0,1
760,0,20,112,0,5,8,1,5,1,3
761,0,9,56,1,6,1,1,4,0,2
762,0,15,104,1,6,5,0,4,1,3
763,0,18,110,0,6,9,0,2,1,3
764,0,10,57,1,5,3,0,2,1,2
765,1,1,14,0,14,0,0,0,0,0
766,0,5,31,1,6,0,0,3,0,2
767,1,2,16,0,8,0,0,0,1,0
768,0,6,30,0,5,1,6,2,1,2
769,0,12,65,0,5,1,6,6,1,2
770,0,6,43,0,7,1,0,2,1,2
771,0,16,89,1,5,11,0,1,1,2
772,0,2,16,0,8,0,0,1,0,3
773,0,2,11,0,5,0,0,2,0,0
774,0,1,31,0,31,0,2,2,0,1
775,0,2,17,0,8,0,12,4,0,3
776,1,2,22,0,11,0,0,2,1,2
777,0,12,92,0,7,3,0,1,1,3
778,0,4,30,1,7,0,2,8,1,3
779,0,10,81,1,8,0,0,19,1,3
780,0,11,86,1,7,2,2,6,0,3
781,0,1,10,1,10,0,0,1,0,2
782,0,9,69,1,7,0,0,16,1,3
783,0,8,52,1,6,0,0,14,1,3
784,0,17,93,0,5,6,0,2,1,3
785,0,10,74,1,7,0,0,19,1,1
786,0,12,102,0,8,0,0,24,0,3
787,0,11,89,1,8,0,0,21,1,3
788,0,1,9,0,9,0,0,0,0,2
789,0,11,109,1,9,0,0,22,1,2
790,0,2,13,1,6,0,0,3,0,2
791,0,14,121,0,8,0,0,30,1,2
792,0,1,5,1,5,0,0,1,0,2
793,1,2,21,0,10,0,0,2,1,2
794,0,5,44,0,8,0,0,7,0,2
795,0,6,52,0,8,0,0,11,1,2
796,0,6,49,0,8,0,0,9,1,2
797,0,5,43,0,8,0,0,8,0,2
798,0,5,40,1,8,0,0,8,0,2
799,1,2,25,0,12,0,0,2,1,2
800,0,14,116,0,8,0,4,26,0,3
801,0,3,17,1,5,0,0,5,1,3
802,0,14,105,1,7,0,1,27,1,3
803,0,3,22,0,7,0,0,3,1,2
804,0,14,96,0,6,4,0,2,1,2
805,0,12,74,0,6,6,0,0,1,1
806,0,8,84,1,10,0,0,17,1,1
807,0,3,32,0,10,0,0,2,0,2
808,0,6,43,0,7,0,8,9,0,2
809,0,2,14,0,7,0,0,0,0,2
810,0,3,25,0,8,0,0,2,1,2
811,0,4,30,0,7,0,0,5,0,2
812,0,6,57,0,9,0,2,11,0,2
813,0,12,102,1,8,0,0,20,1,2
814,0,8,68,0,8,0,0,13,1,3
815,0,8,67,1,8,0,0,15,1,3
816,1,2,14,0,7,0,0,0,1,2
817,0,14,98,0,7,6,0,2,1,2
818,0,13,82,0,6,7,0,2,1,3
819,0,11,80,0,7,5,0,1,1,3
820,0,6,54,1,9,0,0,11,0,1
821,0,3,32,0,10,0,0,2,0,2
822,0,6,42,0,7,0,8,9,0,2
823,0,2,16,0,8,0,0,0,0,2
824,0,3,25,0,8,0,0,2,1,2
825,0,6,57,0,9,0,2,11,0,2
826,0,7,69,1,9,0,0,10,1,2
827,0,9,70,1,7,0,0,16,1,3
828,0,9,79,1,8,0,0,16,1,3
829,1,2,16,0,8,0,0,0,1,2
830,1,15,99,0,6,6,0,4,1,2
831,0,12,73,0,6,4,0,2,1,3
832,0,13,74,0,5,7,0,1,1,3
833,0,4,28,1,7,0,0,7,1,1
834,0,3,32,0,10,0,0,2,0,2
835,0,6,43,0,7,0,8,9,0,2
836,0,2,16,0,8,0,0,0,0,2
837,0,3,25,0,8,0,0,2,1,2
838,0,6,57,0,9,0,2,11,0,2
839,0,9,71,1,7,0,0,14,1,2
840,0,9,64,1,7,0,0,16,1,3
841,0,9,79,1,8,0,0,16,1,3
842,0,3,22,0,7,0,0,2,1,2
843,0,14,117,0,8,0,0,24,1,2
844,0,12,96,0,8,0,0,23,1,2
845,0,11,100,0,9,0,0,22,0,3
846,0,6,51,1,8,0,0,11,1,1
847,0,3,32,0,10,0,0,2,0,2
848,0,6,45,0,7,0,8,9,0,2
849,0,2,16,0,8,0,0,0,0,2
850,0,3,25,0,8,0,0,2,1,2
851,0,6,56,1,9,0,0,12,0,2
852,0,8,73,1,9,0,0,12,1,2
853,0,6,37,1,6,0,0,10,1,3
854,0,12,69,0,5,4,0,2,1,3
855,0,1,15,1,15,0,0,1,0,1
856,1,4,21,0,5,0,0,6,1,3
857,0,3,16,0,5,0,0,2,1,2
858,0,4,28,0,7,0,8,6,1,2
859,0,2,8,0,4,0,0,0,0,2
860,0,3,30,0,10,0,0,4,1,2
861,0,3,23,0,7,0,0,2,1,2
862,0,2,18,0,9,0,0,0,1,2
863,0,3,22,0,7,0,7,2,0,2
864,0,4,34,0,8,0,0,5,1,2
865,0,9,81,1,9,0,3,20,1,2
866,0,20,133,0,6,0,0,38,1,2
867,0,7,68,1,9,0,0,13,1,1
868,0,20,76,1,3,0,0,37,0,2
869,0,3,16,0,5,0,0,0,0,2
870,0,4,31,0,7,0,0,2,0,2
871,0,5,49,0,9,0,14,4,0,2
872,0,26,163,1,6,13,0,2,1,2
873,1,5,24,1,4,0,1,2,1,2
874,1,3,28,1,9,0,0,1,1,2
875,1,1,26,0,26,0,0,2,0,2
876,0,1,16,0,16,0,0,1,0,2
877,0,2,14,0,7,0,0,0,1,2
878,0,4,20,0,5,1,0,0,0,2
879,0,1,6,0,6,0,0,0,0,2
880,0,3,19,0,6,1,0,0,0,2
881,0,3,28,0,9,1,0,0,0,2
882,0,1,9,0,9,0,0,0,0,2
883,0,1,10,0,10,0,0,0,0,2
884,0,2,12,0,6,0,0,0,0,2
885,0,3,20,0,6,1,0,0,1,2
886,0,1,1,1,1,0,0,1,0,3
887,0,1,1,1,1,0,0,1,0,3
888,0,1,1,1,1,0,0,1,0,3
889,0,1,1,1,1,0,0,1,0,3
890,0,1,1,1,1,0,0,1,0,3
891,0,1,5,0,5,0,0,0,0,0
892,0,1,5,1,5,0,3,2,0,3
893,0,1,4,0,4,0,4,0,0,3
894,0,1,6,0,6,0,0,0,0,0
895,0,1,3,1,3,0,2,1,0,3
896,0,1,4,0,4,0,4,0,0,3
897,0,1,5,0,5,0,0,0,0,0
898,0,1,5,1,5,0,3,2,0,3
899,0,1,4,0,4,0,4,0,0,3
900,0,5,41,0,8,1,0,0,1,2
901,0,1,6,0,6,0,0,0,0,0
902,0,1,3,1,3,0,2,1,0,3
903,0,1,4,0,4,0,4,0,0,3
904,0,4,34,0,8,1,0,0,1,2
905,0,1,5,0,5,0,0,0,0,0
906,0,1,3,1,3,0,2,1,0,3
907,0,1,4,0,4,0,4,0,0,3
908,1,2,16,0,8,0,0,0,1,2
909,0,5,23,0,4,0,0,1,1,2
910,0,7,36,0,5,0,0,2,1,2
911,0,4,29,0,7,0,0,2,0,2
912,0,9,50,0,5,0,2,2,1,2
913,0,3,21,0,7,0,6,3,0,2
914,0,5,26,0,5,1,8,3,1,2
915,0,4,26,0,6,0,0,1,1,2
916,0,6,41,0,6,1,0,3,1,2
917,0,3,31,0,10,0,4,3,0,2
918,0,18,98,1,5,13,0,1,1,2
919,1,2,6,1,3,0,0,1,1,2
920,0,1,36,1,36,0,0,36,0,3
921,0,6,34,1,5,0,0,3,0,2
922,0,1,1,0,1,0,1,0,0,3
923,0,2,13,0,6,0,0,0,0,0
924,0,2,17,0,8,0,12,4,0,3
925,0,2,24,0,12,0,2,5,0,2
926,1,1,7,0,7,0,0,0,1,2
927,0,17,107,0,6,6,2,2,1,3
928,0,11,73,1,6,3,0,2,0,3
929,0,12,99,1,8,2,0,5,1,3
930,0,15,94,1,6,3,0,5,1,3
931,0,15,105,0,7,1,0,5,1,3
932,0,5,36,1,7,1,0,1,1,1
933,0,14,84,1,6,3,0,2,1,3
934,0,17,107,0,6,5,0,2,1,3
935,0,3,32,1,10,0,0,1,0,1
936,0,16,101,0,6,6,0,1,1,3
937,0,1,5,1,5,0,0,1,0,0
938,1,1,10,0,10,0,0,0,1,2
939,0,15,95,1,6,4,4,6,1,3
940,0,2,16,0,8,0,0,0,1,2
941,0,5,30,1,6,0,0,4,0,2
942,0,8,50,1,6,1,0,5,1,2
943,0,5,24,1,4,1,1,2,1,2
944,0,5,36,0,7,0,0,1,0,2
945,0,6,46,1,7,1,0,5,1,2
946,1,2,21,0,10,0,0,0,1,2
947,0,12,78,1,6,2,8,11,0,3
948,0,9,54,1,6,1,8,11,0,3
949,0,11,84,1,7,2,7,14,0,3
950,0,13,82,1,6,1,8,11,0,3
951,1,1,12,0,12,0,0,0,1,2
952,0,16,103,0,6,8,0,1,1,3
953,0,3,27,1,9,1,0,1,1,1
954,0,16,107,1,6,5,0,4,1,3
955,0,12,83,1,6,2,0,4,0,3
956,0,12,63,1,5,3,0,4,0,3
957,0,2,17,0,8,0,0,0,0,2
958,0,14,100,1,7,4,0,3,1,3
959,0,18,100,1,5,6,0,3,1,3
960,0,18,105,1,5,8,0,3,1,3
961,1,2,16,1,8,0,0,1,1,2
962,0,8,48,0,6,0,2,2,1,2
963,0,10,56,0,5,1,0,3,1,2
964,0,5,39,0,7,0,0,1,1,2
965,0,6,48,0,8,0,0,5,0,2
966,0,7,39,0,5,1,0,2,1,2
967,0,1,26,0,26,0,2,3,0,1
968,0,1,21,1,21,0,0,6,0,1
969,0,1,1,0,1,0,1,0,0,3
970,0,2,19,1,9,0,0,1,1,2
971,0,20,117,0,5,7,0,4,1,2
972,0,18,108,0,6,10,3,1,1,3
973,0,14,105,0,7,3,3,6,1,3
974,0,3,25,1,8,1,0,1,0,1
975,0,2,20,1,10,0,0,1,1,2
976,0,19,109,1,5,4,0,4,1,2
977,0,6,25,1,4,1,0,1,1,2
978,1,1,16,0,16,0,0,0,1,2
979,0,8,58,1,7,2,0,2,1,3
980,0,12,91,1,7,3,0,2,1,3
981,0,12,72,1,6,2,0,2,1,3
982,0,14,91,1,6,4,0,2,1,3
983,0,9,61,1,6,1,0,3,1,3
984,0,8,48,1,6,1,0,2,1,3
985,0,5,36,1,7,0,0,2,1,3
986,0,8,46,0,5,0,4,3,0,2
987,0,7,38,0,5,0,0,2,0,2
988,0,5,39,0,7,0,0,1,1,2
989,0,6,48,0,8,0,0,5,0,2
990,0,7,39,0,5,1,0,2,1,2
991,1,2,19,1,9,0,0,1,1,2
992,0,20,117,0,5,7,0,4,1,2
993,0,18,108,0,6,10,3,1,1,3
994,0,14,105,0,7,3,3,6,1,3
995,0,3,25,1,8,1,0,1,0,1
996,1,2,20,1,10,0,0,1,1,2
997,0,16,101,0,6,4,0,2,1,2
998,0,12,105,1,8,1,0,3,1,3
999,0,1,16,0,16,0,0,0,1,2
1000,0,8,58,1,7,2,0,2,1,3
1001,0,12,72,1,6,2,0,2,1,3
1002,0,12,91,1,7,3,0,2,1,3
1003,0,8,49,1,6,2,0,2,1,3
1004,0,8,53,1,6,1,0,2,0,3
1005,0,9,61,1,6,1,0,3,1,3
1006,0,14,84,1,6,5,0,2,1,3
1007,0,9,57,0,6,0,5,4,0,2
1008,0,7,38,0,5,0,0,2,0,2
1009,0,8,60,0,7,0,0,2,1,2
1010,0,6,48,0,8,0,0,5,0,2
1011,1,2,19,1,9,0,0,1,1,2
1012,0,20,117,0,5,7,0,4,1,2
1013,0,18,108,0,6,10,3,1,1,3
1014,0,14,105,0,7,3,3,6,1,3
1015,0,3,25,1,8,1,0,1,0,1
1016,1,2,20,1,10,0,0,1,1,2
1017,0,18,108,0,6,5,0,2,1,2
1018,0,17,108,0,6,6,4,3,1,2
1019,0,1,1,0,1,0,1,0,0,3
1020,0,19,106,0,5,7,1,3,1,3
1021,0,18,106,0,5,6,0,1,1,3
1022,0,15,104,1,6,4,0,2,1,3
1023,1,1,16,0,16,0,0,0,1,2
1024,0,14,103,0,7,7,0,1,1,3
1025,0,1,13,1,13,0,0,1,0,1
1026,0,13,91,1,7,3,0,2,1,3
1027,0,13,80,1,6,4,0,3,1,3
1028,0,6,43,1,7,1,1,2,1,3
1029,0,12,89,1,7,2,0,2,1,3
1030,0,13,92,1,7,5,0,2,1,3
1031,0,14,91,1,6,4,0,2,1,3
1032,0,8,47,1,5,1,0,2,0,3
1033,0,1,9,0,9,0,0,0,0,2
1034,0,16,108,0,6,4,2,2,0,3
1035,0,12,97,1,8,2,3,7,1,3
1036,0,5,24,1,4,1,1,3,1,2
1037,0,16,108,0,6,4,0,2,1,3
1038,0,17,107,0,6,6,0,2,1,3
1039,0,14,82,1,5,5,0,3,0,3
1040,0,1,6,0,6,0,0,0,1,0
1041,0,3,19,0,6,0,0,1,1,2
1042,0,3,30,0,10,0,4,3,0,2
1043,0,3,22,0,7,0,10,1,0,2
1044,1,2,16,0,8,0,0,0,1,2
1045,0,16,137,1,8,4,0,6,1,2
1046,1,2,23,0,11,0,0,0,1,2
1047,0,5,31,0,6,0,3,2,1,2
1048,0,16,126,1,7,3,8,5,0,2
1049,0,14,96,1,6,3,8,6,0,2
1050,0,16,102,0,6,2,4,7,0,3
1051,0,23,176,1,7,7,1,8,1,2
1052,1,2,16,1,8,0,0,1,0,2
1053,0,13,94,1,7,2,0,7,0,3
1054,0,10,87,1,8,2,0,3,1,3
1055,0,15,94,1,6,4,0,2,1,3
1056,0,17,127,1,7,7,0,2,1,3
1057,0,7,59,1,8,1,0,3,1,3
1058,0,6,39,1,6,0,0,4,0,3
1059,0,15,116,1,7,2,0,5,1,3
1060,0,11,88,1,8,2,0,2,0,3
1061,0,34,201,1,5,13,0,4,1,3
1062,0,17,87,0,5,3,8,4,0,3
1063,0,43,245,1,5,21,3,3,1,2
1064,1,2,19,0,9,0,0,0,1,2
1065,0,2,10,1,5,0,0,2,0,0
1066,0,14,97,1,6,0,0,12,0,3
1067,0,2,12,1,6,0,0,2,0,0
1068,0,6,41,1,6,0,1,6,0,3
1069,0,3,23,1,7,0,0,2,0,3
1070,0,19,161,1,8,2,0,9,1,3
1071,1,2,18,0,9,0,0,0,1,2
1072,0,6,44,1,7,1,0,2,1,3
1073,0,6,52,1,8,1,0,2,1,3
1074,0,11,50,1,4,6,0,2,1,3
1075,1,1,9,0,9,0,0,0,0,2
1076,0,10,70,1,7,2,8,7,1,3
1077,0,8,65,1,8,1,8,6,0,3
1078,0,9,59,1,6,1,8,8,0,3
1079,1,2,16,0,8,0,0,0,1,2
1080,0,6,28,0,4,1,6,1,1,2
1081,0,5,34,0,6,1,0,1,1,2
1082,0,8,61,0,7,0,4,7,1,2
1083,1,1,6,0,6,0,0,0,1,0
1084,0,2,16,0,8,0,0,0,1,0
1085,0,2,10,0,5,0,0,0,0,0
1086,0,3,29,0,9,0,1,4,0,1
1087,0,3,32,0,10,0,20,2,0,2
1088,1,1,10,1,10,0,0,1,1,2
1089,0,31,177,1,5,20,0,3,1,2
1090,1,1,8,1,8,0,0,1,1,2
1091,1,1,21,0,21,0,0,1,0,1
1092,0,1,6,1,6,0,0,1,0,2
1093,0,1,10,0,10,0,0,0,0,2
1094,0,3,15,0,5,1,0,0,0,2
1095,0,1,9,0,9,0,0,0,0,2
1096,0,3,17,0,5,0,0,0,0,2
1097,0,1,4,0,4,0,4,0,0,3
1098,0,2,16,0,8,0,0,0,0,2
1099,0,3,17,0,5,0,0,0,0,2
1100,0,1,4,0,4,0,4,0,0,3
1101,0,1,3,0,3,0,0,1,0,0
1102,0,2,19,0,9,0,0,0,0,2
1103,0,1,4,0,4,0,4,0,0,3
1104,0,3,12,0,4,0,0,2,0,0
1105,0,2,19,0,9,0,0,0,0,2
1106,0,1,4,0,4,0,4,0,0,3
1107,1,2,17,1,8,0,0,1,1,2
1108,1,2,16,1,8,0,0,1,1,1
1109,0,1,7,0,7,0,0,0,0,2
1110,0,4,19,0,4,0,1,1,0,3
1111,0,6,38,1,6,0,1,4,0,3
1112,0,4,26,0,6,0,1,1,0,0
1113,0,5,25,0,5,0,1,1,0,0
1114,0,1,11,0,11,0,0,0,0,2
1115,0,6,31,0,5,0,1,1,0,0
1116,0,11,57,0,5,2,1,1,0,3
1117,0,7,44,1,6,0,1,3,0,0
1118,0,8,45,0,5,0,1,1,0,0
1119,0,1,8,0,8,0,0,0,0,2
1120,0,4,26,0,6,0,16,5,0,0
1121,0,4,27,0,6,0,17,5,0,0
1122,0,4,27,0,6,0,17,5,0,0
1123,0,4,23,0,5,1,9,3,1,1
1124,1,3,26,0,8,1,0,0,1,2
1125,0,12,61,0,5,4,1,2,0,3
1126,0,19,115,1,6,8,0,2,1,3
1127,0,44,239,1,5,24,1,4,1,3
1128,0,33,181,1,5,17,1,4,1,3
1129,0,12,60,0,5,7,0,0,1,2
1130,0,13,55,0,4,8,2,0,1,3
1131,0,1,11,1,11,0,0,1,0,2
1132,0,17,103,1,6,6,1,5,1,3
1133,0,8,56,1,7,3,0,1,0,2
1134,0,4,26,1,6,1,0,1,1,2
1135,1,2,17,1,8,0,0,1,1,2
1136,1,1,5,1,5,0,0,1,1,2
1137,0,2,10,0,5,0,0,0,0,0
1138,1,2,14,1,7,0,0,2,1,2
1139,0,4,20,0,5,0,0,1,0,2
1140,1,2,10,1,5,0,0,1,0,2
1141,0,1,14,0,14,0,12,2,0,3
1142,0,1,14,0,14,0,12,2,0,3
1143,1,2,13,1,6,0,0,1,0,2
1144,0,1,14,0,14,0,11,3,0,3
1145,1,2,18,1,9,0,0,1,1,2
1146,0,4,47,0,11,0,8,2,0,0
1147,0,3,29,0,9,0,1,4,0,2
1148,0,6,64,0,10,0,8,3,1,2
1149,1,2,15,1,7,0,0,1,1,2
1150,0,1,6,0,6,0,0,0,0,2
1151,0,4,24,0,6,1,7,3,1,2
1152,1,1,11,0,11,0,0,0,1,0
1153,0,20,109,0,5,13,0,2,1,2
1154,0,2,11,1,5,1,0,1,1,1
1155,0,2,14,0,7,0,0,1,0,0
1156,0,1,9,0,9,0,0,0,0,2
1157,0,2,12,1,6,0,0,2,0,0
1158,0,1,1,0,1,0,0,0,0,0
1159,0,2,8,0,4,0,0,0,0,0
1160,0,5,50,0,10,0,12,5,0,2
1161,1,2,14,0,7,0,0,0,1,2
1162,0,15,88,0,5,6,0,1,1,2
1163,0,12,89,1,7,5,0,1,1,2
1164,1,2,15,0,7,0,0,0,1,2
1165,0,7,48,1,6,2,2,3,1,3
1166,0,8,48,0,6,1,4,3,0,2
1167,0,3,29,0,9,0,0,1,0,2
1168,0,3,26,0,8,1,0,0,1,2
1169,0,2,16,0,8,0,1,2,1,0
1170,1,2,18,0,9,0,0,0,0,2
1171,0,6,33,1,5,1,0,2,0,3
1172,0,3,17,0,5,0,0,1,1,3
1173,0,8,52,1,6,1,1,2,1,3
1174,0,4,18,0,4,0,0,1,1,3
1175,1,1,14,0,14,0,0,0,0,2
1176,0,7,53,1,7,1,0,2,0,3
1177,1,3,20,1,6,1,0,1,0,2
1178,0,3,16,0,5,0,0,1,0,3
1179,0,10,57,1,5,3,0,2,1,3
1180,0,9,51,0,5,3,0,1,1,3
1181,0,5,29,1,5,1,0,2,0,3
1182,0,12,64,1,5,3,0,2,1,3
1183,0,11,67,1,6,4,0,2,1,3
1184,0,8,44,1,5,2,0,2,1,3
1185,0,9,55,0,6,1,8,3,0,2
1186,0,3,30,0,10,0,0,1,0,2
1187,0,3,26,0,8,1,0,0,1,2
1188,0,2,13,1,6,0,0,2,1,0
1189,0,6,52,1,8,0,0,4,0,3
1190,1,2,19,1,9,0,0,1,0,2
1191,1,4,23,1,5,0,0,2,0,3
1192,0,8,45,1,5,2,0,2,1,3
1193,0,9,61,1,6,2,0,4,1,3
1194,0,8,57,1,7,3,0,2,1,3
1195,0,5,33,1,6,1,0,2,0,3
1196,0,5,32,1,6,1,0,2,1,3
1197,0,10,64,1,6,3,0,2,1,3
1198,1,3,18,1,6,0,0,2,0,3
1199,0,11,75,1,6,4,0,2,1,3
1200,0,9,49,1,5,4,0,2,1,3
1201,0,8,51,0,6,2,0,1,1,3
1202,0,3,13,1,4,0,0,2,0,3
1203,0,10,63,1,6,3,0,2,1,3
1204,0,8,49,1,6,2,0,3,0,3
1205,0,7,48,1,6,1,0,4,0,3
1206,0,3,20,1,6,1,0,1,0,2
1207,0,9,51,1,5,1,0,2,1,3
1208,0,13,74,1,5,3,12,5,1,3
1209,0,9,52,1,5,3,0,2,1,3
1210,0,10,56,1,5,4,0,2,1,3
1211,0,9,55,1,6,3,0,2,1,3
1212,1,2,23,1,11,0,0,2,0,2
1213,0,10,62,1,6,5,0,2,1,3
1214,0,5,32,1,6,0,0,2,0,3
1215,0,9,60,1,6,4,0,2,1,3
1216,0,8,41,1,5,4,0,2,1,3
1217,0,10,70,1,7,3,0,2,1,3
1218,0,5,36,1,7,1,0,2,0,3
1219,0,5,42,1,8,1,0,2,0,3
1220,0,5,25,1,5,1,0,2,0,3
1221,1,2,17,1,8,0,0,1,0,2
1222,0,8,52,1,6,2,0,2,1,3
1223,0,10,56,1,5,4,0,2,1,3
1224,0,7,48,0,6,1,8,3,0,2
1225,0,3,31,0,10,0,0,1,0,2
1226,0,3,26,0,8,1,0,0,1,2
1227,0,10,66,0,6,3,0,1,1,3
1228,0,9,68,1,7,1,0,4,1,3
1229,0,8,56,0,7,2,0,1,0,3
1230,0,6,36,0,6,1,0,1,0,3
1231,0,8,43,0,5,1,0,1,1,3
1232,0,7,39,0,5,2,0,1,0,3
1233,0,7,52,1,7,1,0,3,0,3
1234,0,3,19,0,6,0,0,1,0,3
1235,0,9,68,0,7,1,8,3,0,2
1236,0,3,30,0,10,0,0,1,0,2
1237,0,3,26,0,8,1,0,0,1,2
1238,0,12,72,1,6,4,0,2,1,3
1239,0,8,54,1,6,2,0,2,0,3
1240,0,8,54,1,6,2,0,2,1,3
1241,0,15,93,1,6,4,1,4,1,3
1242,0,19,121,1,6,3,0,6,0,3
1243,0,10,65,1,6,3,0,4,1,3
1244,0,10,68,1,6,3,0,3,1,3
1245,0,8,52,1,6,2,0,2,1,3
1246,0,9,47,1,5,2,1,2,0,3
1247,1,2,16,0,8,0,0,0,1,2
1248,0,13,74,1,5,3,4,9,1,3
1249,0,13,85,1,6,3,4,7,1,3
1250,0,13,81,1,6,3,4,7,1,3
1251,0,10,63,0,6,3,4,3,1,3
1252,1,2,16,0,8,0,0,0,1,2
1253,0,9,45,1,5,1,2,4,0,3
1254,0,4,15,0,3,0,2,2,0,3
