,head_actual,word_count,len_text,end_sym,len_avg_word,no_of_stop,numeric_value,no_of_sym,cos_sim,case
20304,1,6,33,0,5,0,4,1,1,2
20305,0,9,50,0,5,1,0,2,1,2
20306,0,9,48,0,5,0,16,4,0,2
20307,0,6,48,0,8,0,0,2,1,2
20308,0,6,36,0,6,0,0,1,0,2
20309,0,1,1,1,1,0,0,1,0,3
20310,1,3,24,0,8,0,0,0,1,0
20311,0,1,1,1,1,0,0,1,0,3
20312,0,11,77,1,7,2,0,4,1,3
20313,0,13,79,1,6,6,0,2,1,3
20314,0,5,42,1,8,0,0,2,0,3
20315,0,15,76,1,5,8,0,2,1,3
20316,0,2,26,0,13,0,0,4,0,2
20317,0,3,32,1,10,0,3,3,0,2
20318,0,4,23,1,5,0,0,1,0,2
20319,0,1,12,1,12,0,0,1,0,1
20320,0,1,14,0,14,0,6,1,0,2
20321,0,3,28,0,9,0,0,4,0,2
20322,0,3,21,0,7,0,10,1,0,2
20323,1,1,10,1,10,0,0,1,1,2
20324,0,33,197,1,5,17,0,1,1,2
20325,1,2,24,1,12,0,0,1,1,2
20326,0,1,14,0,14,0,0,0,0,2
20327,0,1,11,0,11,0,0,0,0,2
20328,0,3,15,0,5,1,0,0,0,2
20329,0,3,19,0,6,1,0,0,0,2
20330,0,2,7,0,3,0,0,1,0,0
20331,0,3,25,0,8,0,0,0,0,2
20332,0,1,10,0,10,0,0,0,0,2
20333,0,1,7,0,7,0,0,0,0,1
20334,0,1,4,0,4,0,4,0,0,3
20335,0,1,3,1,3,0,2,1,0,3
20336,0,3,14,0,4,0,2,0,0,3
20337,0,6,45,0,7,0,0,0,0,2
20338,0,1,4,0,4,0,4,0,0,3
20339,0,1,6,1,6,0,4,2,0,3
20340,0,3,14,0,4,0,2,0,0,3
20341,0,5,37,0,7,0,0,0,0,2
20342,0,1,4,0,4,0,4,0,0,3
20343,0,1,5,1,5,0,3,2,0,3
20344,1,2,24,1,12,0,0,1,1,2
20345,0,4,22,0,5,0,0,1,0,2
20346,0,7,32,0,4,1,8,1,0,2
20347,0,5,35,0,7,0,0,1,0,2
20348,1,3,26,0,8,1,0,0,1,2
20349,0,12,65,0,5,5,0,1,1,3
20350,0,18,104,0,5,10,0,1,1,3
20351,0,14,72,0,5,7,0,1,1,3
20352,0,13,87,0,6,8,0,1,1,3
20353,0,8,39,0,4,3,0,1,1,3
20354,0,6,39,0,6,0,0,1,0,2
20355,0,7,32,0,4,2,4,1,1,2
20356,0,5,39,0,7,0,0,1,1,2
20357,1,3,25,1,8,0,0,2,1,2
20358,0,5,39,0,7,1,0,1,0,3
20359,0,8,48,0,6,2,0,2,1,3
20360,0,6,40,0,6,2,0,1,0,3
20361,0,5,42,1,8,1,0,2,0,3
20362,0,14,89,0,6,2,0,2,1,3
20363,0,6,50,0,8,3,0,2,0,3
20364,1,2,10,1,5,0,0,1,1,2
20365,0,6,44,0,7,1,0,1,1,3
20366,0,3,15,0,5,0,0,1,0,3
20367,0,2,9,0,4,0,0,1,0,3
20368,0,2,12,0,6,0,0,1,0,3
20369,1,2,16,1,8,0,0,1,1,2
20370,1,3,9,0,3,0,0,1,0,3
20371,0,3,23,0,7,0,0,3,0,3
20372,1,3,10,0,3,0,0,1,0,3
20373,0,3,16,0,5,0,0,2,0,3
20374,1,3,10,0,3,0,0,1,0,3
20375,0,3,23,0,7,0,0,3,0,3
20376,1,2,17,1,8,0,0,1,1,2
20377,1,3,13,0,4,1,0,0,1,2
20378,0,1,1,1,1,0,0,1,0,3
20379,0,1,10,0,10,0,8,2,0,3
20380,1,2,13,0,6,0,0,1,1,2
20381,0,1,1,1,1,0,0,1,0,3
20382,0,1,13,0,13,0,0,2,0,2
20383,1,1,11,0,11,0,0,0,1,2
20384,0,1,1,1,1,0,0,1,0,3
20385,0,1,6,0,6,0,0,0,0,2
20386,1,2,13,0,6,0,0,0,0,2
20387,0,1,1,1,1,0,0,1,0,3
20388,0,1,5,0,5,0,0,0,0,2
20389,1,1,7,0,7,0,0,0,0,2
20390,0,1,1,1,1,0,0,1,0,3
20391,0,8,46,1,5,2,0,2,1,2
20392,1,1,12,1,12,0,0,1,1,2
20393,0,17,93,1,5,12,0,1,1,2
20394,0,2,16,0,8,0,8,3,1,2
20395,0,1,18,0,18,0,0,2,0,2
20396,0,2,14,0,7,0,0,1,0,2
20397,0,1,9,0,9,0,0,0,0,2
20398,1,1,6,0,6,0,0,0,1,2
20399,0,4,28,0,7,0,0,1,1,2
20400,0,2,32,1,16,0,2,4,0,2
20401,0,3,21,0,7,0,10,1,0,2
20402,1,2,17,1,8,0,0,1,1,2
20403,0,11,73,1,6,4,0,2,1,2
20404,1,2,26,1,13,0,0,1,1,2
20405,0,1,9,0,9,0,0,0,1,2
20406,0,3,15,0,5,1,0,0,0,2
20407,0,1,16,0,16,0,0,1,0,2
20408,0,1,10,0,10,0,0,0,0,2
20409,0,1,12,1,12,0,0,4,0,2
20410,0,1,4,0,4,0,4,0,0,3
20411,0,4,32,0,8,0,0,0,0,2
20412,0,1,6,1,6,0,4,2,0,3
20413,0,1,5,0,5,0,0,1,0,2
20414,0,1,4,0,4,0,4,0,0,3
20415,0,4,32,0,8,0,0,0,0,2
20416,0,1,6,1,6,0,4,2,0,3
20417,0,1,3,0,3,0,0,0,0,0
20418,0,1,4,0,4,0,4,0,0,3
20419,0,3,23,0,7,0,0,0,0,2
20420,0,1,6,1,6,0,4,2,0,3
20421,0,1,3,0,3,0,0,0,0,0
20422,0,1,4,0,4,0,4,0,0,3
20423,0,3,23,0,7,0,0,0,0,2
20424,0,1,6,1,6,0,4,2,0,3
20425,1,2,18,1,9,0,0,1,1,2
20426,0,4,13,0,3,0,1,1,0,3
20427,0,3,10,0,3,0,0,1,0,3
20428,1,3,32,1,10,0,0,1,1,2
20429,0,10,58,1,5,3,0,2,1,3
20430,0,7,43,1,6,2,0,2,0,3
20431,0,6,31,1,5,2,0,2,1,3
20432,1,2,28,1,14,0,0,2,1,2
20433,0,6,50,1,8,1,0,2,0,3
20434,0,7,43,1,6,2,0,2,1,3
20435,1,2,17,1,8,0,0,1,1,2
20436,0,4,28,0,7,0,0,1,1,2
20437,0,2,15,0,7,0,8,3,0,0
20438,0,10,70,0,7,0,8,4,1,2
20439,0,3,23,1,7,0,0,2,1,2
20440,0,2,20,1,10,0,0,2,1,2
20441,0,6,43,0,7,1,0,2,1,2
20442,0,16,88,1,5,10,0,2,1,2
20443,0,5,39,0,7,0,8,3,1,2
20444,1,1,6,0,6,0,0,0,1,0
20445,0,4,45,0,11,0,1,7,0,2
20446,0,3,23,0,7,0,12,3,0,2
20447,1,2,19,1,9,0,0,1,1,2
20448,0,18,107,1,5,6,1,3,1,3
20449,0,12,91,1,7,2,0,2,0,3
20450,0,10,66,1,6,3,0,3,0,3
20451,0,10,62,1,6,3,0,3,1,3
20452,0,7,38,1,5,1,0,2,1,3
20453,0,8,55,1,6,2,1,2,1,3
20454,0,19,144,1,7,7,0,4,1,3
20455,0,16,122,1,7,4,2,7,1,3
20456,1,2,24,1,12,0,0,1,1,2
20457,0,18,104,1,5,5,4,4,1,3
20458,1,2,17,1,8,0,0,1,1,2
20459,0,11,71,1,6,3,7,6,0,3
20460,1,2,18,1,9,0,0,1,1,2
20461,0,5,30,0,6,0,0,2,1,3
20462,0,6,35,0,5,0,2,3,0,3
20463,0,7,45,0,6,1,0,2,1,3
20464,0,4,18,0,4,0,0,2,0,3
20465,0,9,57,0,6,1,0,3,1,3
20466,0,5,28,0,5,0,1,2,0,3
20467,0,7,34,0,4,1,1,2,1,3
20468,0,5,29,0,5,0,1,2,1,3
20469,0,6,28,0,4,1,0,2,1,3
20470,0,7,30,0,4,1,0,2,1,3
20471,1,2,16,1,8,0,0,1,1,2
20472,0,1,9,0,9,0,1,1,1,2
20473,0,3,23,1,7,0,0,3,1,2
20474,0,10,71,0,7,1,2,5,1,2
20475,0,4,13,0,3,0,1,1,0,2
20476,0,4,18,0,4,0,0,1,1,2
20477,0,7,34,0,4,1,4,1,1,2
20478,0,55,351,1,6,23,0,9,1,2
20479,0,3,25,1,8,0,0,2,1,2
20480,0,7,51,1,7,2,0,2,1,3
20481,0,11,71,1,6,5,0,2,1,3
20482,0,14,88,1,6,6,0,2,1,3
20483,0,5,31,1,6,1,0,2,1,3
20484,1,1,12,1,12,0,0,1,1,2
20485,0,17,94,1,5,12,0,1,1,2
20486,0,1,5,1,5,0,0,1,1,2
20487,0,2,22,1,11,0,0,7,0,2
20488,0,2,14,0,7,0,0,0,0,0
20489,0,8,45,0,5,0,0,4,1,2
20490,0,10,78,0,7,1,0,1,1,2
20491,0,3,35,0,11,0,0,3,0,2
20492,0,3,29,0,9,0,22,4,0,0
20493,1,2,23,0,11,0,0,0,1,0
20494,0,4,38,0,9,0,0,5,1,2
20495,0,13,85,0,6,0,9,10,1,3
20496,0,9,64,1,7,0,8,5,0,3
20497,0,11,69,1,6,0,8,7,0,3
20498,0,11,69,1,6,0,8,7,0,3
20499,1,5,33,0,6,0,0,1,1,0
20500,0,5,35,1,7,0,0,3,0,2
20501,1,5,37,0,7,0,0,1,1,2
20502,0,17,121,0,7,4,0,4,1,3
20503,0,2,20,1,10,0,0,1,0,1
20504,0,17,123,1,7,7,0,3,1,3
20505,0,8,45,0,5,0,0,4,1,2
20506,1,5,40,0,8,0,0,1,1,2
20507,0,14,105,1,7,5,0,2,1,3
20508,0,14,100,1,7,6,0,3,1,3
20509,1,6,50,0,8,0,0,1,1,0
20510,0,5,35,0,7,1,0,0,1,2
20511,0,20,128,0,6,6,0,5,1,3
20512,0,11,77,1,7,6,0,1,1,1
20513,0,12,85,1,7,3,0,2,1,3
20514,0,10,53,1,5,1,0,5,1,3
20515,0,10,54,1,5,1,0,5,1,3
20516,1,2,15,0,7,0,0,0,1,2
20517,0,6,26,0,4,2,0,1,0,3
20518,0,10,61,0,6,2,0,2,1,3
20519,1,3,32,0,10,0,0,2,1,0
20520,0,13,69,0,5,3,3,3,1,2
20521,0,3,13,0,4,1,8,0,1,1
20522,0,1,1,1,1,0,0,1,0,3
20523,1,1,14,0,14,0,0,0,0,2
20524,0,9,69,0,7,2,0,1,0,3
20525,0,6,30,0,5,2,0,1,0,3
20526,0,9,57,0,6,2,0,1,0,3
20527,0,11,66,0,6,4,0,1,1,3
20528,0,8,57,0,7,2,0,1,0,3
20529,0,1,4,0,4,0,4,0,0,3
20530,0,1,4,0,4,0,4,0,0,3
20531,0,1,4,0,4,0,4,0,0,3
20532,0,1,4,0,4,0,4,0,0,3
20533,0,1,4,0,4,0,4,0,0,3
20534,1,1,6,0,6,0,0,0,1,0
20535,0,2,12,0,6,0,0,0,0,0
20536,0,3,21,1,7,0,11,3,0,3
20537,0,15,90,0,6,1,0,4,0,2
20538,0,13,83,1,6,5,0,1,1,1
20539,0,18,94,0,5,7,8,0,1,2
20540,0,2,14,1,7,0,4,1,0,2
20541,0,16,95,0,5,5,1,0,1,2
20542,0,12,59,0,4,3,12,0,1,3
20543,0,12,84,1,7,1,5,4,0,3
20544,0,13,87,1,6,3,5,4,1,3
20545,0,11,98,1,8,0,0,8,1,2
20546,0,14,101,1,7,4,0,3,1,2
20547,0,14,90,1,6,6,4,2,0,3
20548,0,3,18,0,6,0,0,1,1,2
20549,0,6,28,0,4,1,6,1,1,2
20550,0,2,9,0,4,0,0,1,0,2
20551,0,3,25,0,8,0,0,1,1,2
20552,0,3,26,1,8,0,0,3,1,2
20553,0,2,23,0,11,0,4,3,0,2
20554,0,10,63,0,6,0,5,6,1,2
20555,0,5,46,0,9,0,0,4,0,2
20556,0,8,53,0,6,2,4,2,1,2
20557,0,2,18,0,9,0,0,1,1,2
20558,0,1,4,0,4,0,3,1,0,3
20559,0,10,65,0,6,2,4,1,0,2
20560,0,9,56,0,6,0,8,4,0,2
20561,0,7,50,0,7,0,8,6,0,2
20562,0,9,52,0,5,0,8,5,0,2
20563,1,2,20,0,10,0,0,0,1,2
20564,1,1,9,0,9,0,0,0,0,2
20565,0,2,20,0,10,0,0,0,1,2
20566,0,2,15,0,7,0,0,0,1,2
20567,0,2,21,0,10,0,0,0,0,2
20568,1,2,15,0,7,0,0,0,1,2
20569,0,1,23,0,23,0,4,3,0,1
20570,0,3,16,0,5,0,6,1,0,2
20571,0,4,31,0,7,0,0,0,1,2
20572,0,2,12,0,6,0,0,0,0,0
20573,0,1,6,0,6,0,0,0,0,2
20574,0,2,12,1,6,0,0,1,0,2
20575,0,12,74,1,6,4,6,2,0,2
20576,0,17,97,0,5,10,0,0,1,2
20577,0,12,66,1,5,6,6,2,1,3
20578,0,18,91,0,5,8,12,2,1,2
20579,0,9,52,1,5,5,0,1,1,3
20580,0,10,48,1,4,7,0,1,1,2
20581,0,2,12,1,6,0,0,1,0,2
20582,0,4,21,0,5,0,0,0,0,2
20583,0,2,15,0,7,0,0,0,0,2
20584,0,1,8,0,8,0,8,0,0,3
20585,0,11,66,0,6,5,0,0,1,2
20586,0,3,15,1,5,0,0,2,0,2
20587,0,3,24,0,8,0,0,0,0,2
20588,0,5,26,0,5,0,1,1,0,2
20589,0,3,20,1,6,0,0,1,0,2
20590,0,4,27,0,6,0,6,2,0,2
20591,0,6,29,0,4,0,16,2,0,2
20592,0,11,74,0,6,0,8,3,0,2
20593,0,18,108,1,6,0,6,10,0,2
20594,1,2,16,0,8,0,0,0,1,0
20595,0,4,26,0,6,0,0,1,1,2
20596,0,7,55,1,7,0,3,7,1,2
20597,0,6,57,0,9,0,12,5,0,2
20598,1,2,16,0,8,0,0,0,1,0
20599,0,19,149,1,7,5,0,4,1,2
20600,1,2,25,0,12,0,0,0,1,0
20601,0,1,6,0,6,0,0,0,0,2
20602,0,1,9,0,9,0,0,0,0,2
20603,0,1,16,0,16,0,0,1,0,2
20604,0,1,4,0,4,0,0,0,0,2
20605,0,1,6,0,6,0,0,0,0,2
20606,0,3,28,0,9,0,0,0,0,2
20607,0,5,29,0,5,0,0,0,0,2
20608,0,3,23,0,7,0,0,0,0,2
20609,0,2,10,0,5,0,4,0,0,2
20610,0,1,6,1,6,0,4,2,0,3
20611,0,3,28,0,9,0,0,0,0,2
20612,0,2,11,0,5,0,0,0,0,2
20613,0,3,23,0,7,0,0,0,0,2
20614,0,2,9,0,4,0,4,1,0,2
20615,0,1,6,1,6,0,4,2,0,3
20616,0,2,8,0,4,0,0,2,0,0
20617,0,2,11,0,5,0,0,0,0,2
20618,0,2,17,0,8,0,0,0,0,2
20619,0,2,9,0,4,0,4,1,0,2
20620,0,1,6,1,6,0,4,2,0,3
20621,0,1,4,0,4,0,0,0,0,0
20622,0,2,13,0,6,0,0,2,0,2
20623,0,2,17,0,8,0,0,0,0,2
20624,0,2,8,0,4,0,4,0,0,2
20625,0,1,3,1,3,0,2,1,0,3
20626,1,2,15,0,7,0,0,0,1,0
20627,0,19,124,1,6,5,0,3,1,3
20628,0,15,74,1,4,5,5,2,1,3
20629,0,34,210,1,6,12,0,7,1,3
20630,0,21,143,1,6,6,0,5,1,3
20631,0,19,134,1,7,4,0,6,1,3
20632,0,20,117,1,5,5,0,7,1,3
20633,1,5,28,0,5,0,1,0,1,2
20634,0,6,31,1,5,1,0,3,0,3
20635,0,7,37,1,5,1,0,3,0,3
20636,1,4,31,0,7,0,0,0,1,0
20637,0,3,28,1,9,0,0,2,0,2
20638,1,1,9,0,9,0,0,0,0,0
20639,0,4,18,0,4,0,0,1,0,3
20640,0,4,30,0,7,0,0,3,0,3
20641,0,5,35,0,7,1,0,2,1,3
20642,1,2,13,0,6,0,0,0,1,0
20643,0,7,41,0,5,1,0,4,0,3
20644,0,5,29,0,5,0,0,2,0,3
20645,0,6,22,0,3,0,6,3,0,3
20646,0,16,98,1,6,9,0,2,1,2
20647,0,3,14,0,4,0,0,1,0,2
20648,0,4,20,0,5,0,0,1,1,2
20649,1,1,6,0,6,0,0,0,1,2
20650,1,2,16,0,8,0,0,0,1,0
20651,0,3,20,0,6,0,0,1,1,2
20652,0,4,24,0,6,0,6,4,0,2
20653,0,2,36,0,18,0,0,4,0,2
20654,0,4,20,0,5,0,10,3,0,0
20655,0,5,32,0,6,0,0,2,0,2
20656,1,1,9,0,9,0,0,0,1,2
20657,0,30,202,1,6,13,0,4,1,2
20658,1,2,22,0,11,0,0,0,1,2
20659,0,1,13,0,13,0,0,0,1,2
20660,0,1,6,0,6,0,0,0,0,2
20661,0,1,4,0,4,0,0,0,0,2
20662,0,1,16,0,16,0,0,1,0,2
20663,0,1,10,0,10,0,0,0,0,2
20664,0,1,2,0,2,0,0,0,0,0
20665,0,1,13,1,13,0,0,2,0,0
20666,0,1,4,0,4,0,4,0,0,3
20667,0,5,33,1,6,0,0,1,1,2
20668,0,2,20,0,10,0,0,0,1,2
20669,0,1,2,0,2,0,2,0,0,3
20670,0,1,2,0,2,0,0,0,0,0
20671,0,1,3,0,3,0,0,0,0,0
20672,0,1,4,0,4,0,4,0,0,3
20673,0,3,18,0,6,1,0,0,0,2
20674,0,1,2,0,2,0,2,0,0,3
20675,0,1,10,0,10,0,0,0,0,2
20676,0,1,5,0,5,0,0,1,0,0
20677,0,1,4,0,4,0,4,0,0,3
20678,0,3,18,0,6,1,0,0,0,2
20679,0,1,5,0,5,0,4,1,0,3
20680,0,1,3,0,3,0,0,0,0,0
20681,0,1,3,0,3,0,0,0,0,0
20682,0,1,4,0,4,0,4,0,0,3
20683,0,1,4,0,4,0,0,0,0,0
20684,0,1,4,0,4,0,3,1,0,3
20685,0,1,1,0,1,0,0,0,0,0
20686,0,1,3,0,3,0,0,0,0,0
20687,0,1,4,0,4,0,4,0,0,3
20688,0,1,4,0,4,0,0,0,0,0
20689,0,1,4,0,4,0,3,1,0,3
20690,1,2,14,0,7,0,0,0,1,2
20691,0,1,13,1,13,0,0,1,0,2
20692,0,4,26,0,6,0,0,1,0,2
20693,1,1,6,1,6,0,0,1,1,2
20694,0,14,89,1,6,6,0,1,1,2
20695,0,3,27,1,9,0,0,2,1,2
20696,0,15,77,1,5,6,0,2,1,3
20697,0,18,110,1,6,6,0,2,1,3
20698,1,2,21,0,10,0,0,0,1,2
20699,0,3,21,1,7,0,0,4,0,3
20700,1,2,20,0,10,0,0,0,1,0
20701,0,7,39,0,5,0,0,3,1,2
20702,0,5,26,0,5,1,8,3,1,2
20703,0,4,23,0,5,0,0,1,1,2
20704,0,4,40,0,10,0,0,0,1,0
20705,0,4,29,1,7,0,4,4,0,2
20706,0,6,47,1,7,1,1,4,0,2
20707,0,6,35,1,5,0,0,3,0,2
20708,0,3,30,1,10,0,2,2,0,2
20709,0,2,26,0,13,0,6,1,0,2
20710,1,3,19,0,6,0,0,1,0,2
20711,0,4,20,0,5,1,0,1,0,3
20712,0,2,9,0,4,0,0,1,0,3
20713,0,2,12,0,6,0,0,1,0,3
20714,1,1,11,0,11,0,0,0,1,0
20715,0,17,89,0,5,13,0,0,1,2
20716,0,3,22,1,7,0,0,3,1,0
20717,0,3,18,0,6,0,0,0,0,0
20718,0,10,77,0,7,0,7,11,0,2
20719,0,7,56,0,8,0,11,7,0,2
20720,0,1,85,1,85,0,0,85,0,3
20721,1,1,9,0,9,0,0,0,1,0
20722,0,14,81,1,5,4,0,3,1,3
20723,0,15,91,1,6,5,0,4,1,3
20724,1,4,42,0,10,0,0,2,0,0
20725,0,6,26,1,4,0,4,4,0,3
20726,0,1,10,1,10,0,0,1,0,2
20727,0,5,42,0,8,0,0,1,0,2
20728,0,3,21,0,7,0,4,0,0,3
20729,0,1,11,0,11,0,0,0,0,2
20730,0,7,51,0,7,0,0,2,0,2
20731,0,3,21,0,7,0,4,0,0,3
20732,1,1,11,0,11,0,0,0,0,2
20733,0,5,35,0,7,0,0,0,0,2
20734,1,2,22,0,11,0,0,0,1,0
20735,1,1,6,0,6,0,0,0,1,0
20736,1,3,21,0,7,0,0,0,1,0
20737,0,11,71,1,6,0,9,4,1,2
20738,0,3,29,0,9,0,0,0,0,2
20739,0,8,71,0,8,0,0,4,1,2
20740,1,1,9,0,9,0,0,0,1,0
20741,0,5,42,0,8,0,0,5,0,2
20742,1,2,16,0,8,0,0,0,1,0
20743,0,7,31,0,4,1,6,1,1,2
20744,0,3,12,0,4,0,0,1,0,2
20745,0,4,23,0,5,0,0,1,1,2
20746,1,2,15,0,7,0,0,0,1,0
20747,0,19,102,0,5,8,3,3,0,2
20748,0,1,5,1,5,0,0,1,1,1
20749,1,2,19,1,9,0,0,2,1,2
20750,0,16,87,0,5,3,0,2,1,3
20751,0,1,13,1,13,0,0,1,0,1
20752,0,11,85,1,7,4,0,4,1,3
20753,0,1,14,1,14,0,0,2,0,2
20754,0,8,43,1,5,3,0,1,1,3
20755,0,16,83,1,5,4,0,4,1,3
20756,0,13,74,1,5,5,0,3,0,3
20757,0,14,80,1,5,2,0,6,0,3
20758,0,12,80,0,6,4,0,1,1,3
20759,0,1,8,1,8,0,0,1,0,2
20760,0,6,34,1,5,3,0,1,0,3
20761,0,19,100,0,5,6,5,3,0,2
20762,0,2,11,1,5,0,4,1,0,2
20763,1,2,19,1,9,0,0,2,1,2
20764,0,11,85,1,7,4,0,4,1,3
20765,0,11,84,0,7,3,1,6,1,2
20766,0,3,19,1,6,0,0,3,0,2
20767,0,15,83,1,5,3,0,3,1,3
20768,0,9,64,1,7,2,0,2,0,3
20769,0,13,68,1,5,3,0,3,1,3
20770,0,10,61,1,6,3,0,7,1,3
20771,0,9,54,1,6,2,0,1,0,3
20772,0,20,101,1,5,4,10,5,0,2
20773,1,2,19,1,9,0,0,2,1,2
20774,0,8,49,1,6,3,0,2,0,3
20775,0,9,64,1,7,2,0,2,0,3
20776,0,6,34,0,5,3,0,1,1,3
20777,0,9,51,0,5,2,0,1,0,3
20778,0,6,35,1,5,3,0,1,0,3
20779,0,2,13,1,6,0,0,1,0,2
20780,0,2,12,1,6,0,0,1,0,2
20781,0,2,12,0,6,0,0,1,0,2
20782,1,2,16,0,8,0,0,0,1,0
20783,0,3,16,1,5,0,0,1,0,2
20784,0,6,41,1,6,0,1,4,1,2
20785,0,3,24,1,8,0,6,3,0,2
20786,0,5,30,0,6,0,20,2,0,2
20787,0,2,28,0,14,0,2,3,0,2
20788,1,2,14,0,7,0,0,0,1,2
20789,0,60,374,1,6,17,4,13,1,2
20790,1,4,28,1,7,0,0,1,1,2
20791,0,33,207,1,6,17,0,5,1,2
20792,1,2,21,1,10,0,0,1,0,2
20793,0,4,30,1,7,0,0,2,0,2
20794,0,14,101,0,7,1,0,2,0,2
20795,0,7,48,0,6,2,0,1,0,1
20796,0,7,50,0,7,1,0,3,0,2
20797,0,2,16,0,8,0,0,0,0,2
20798,0,10,71,0,7,1,0,1,1,2
20799,0,2,15,1,7,0,0,1,0,2
20800,0,4,23,0,5,1,0,1,0,2
20801,0,11,70,0,6,4,0,1,0,2
20802,0,10,68,1,6,2,0,1,1,2
20803,0,6,50,1,8,1,0,1,1,2
20804,0,6,37,1,6,2,0,1,1,2
20805,0,5,41,1,8,1,0,1,1,2
20806,0,11,87,0,7,2,0,4,1,2
20807,0,1,8,0,8,0,0,0,0,2
20808,0,15,90,0,6,4,0,8,1,2
20809,0,1,12,0,12,0,0,0,0,2
20810,0,6,49,1,8,0,0,2,0,2
20811,0,11,84,0,7,3,0,2,0,2
20812,0,5,40,0,8,0,0,1,0,2
20813,0,11,69,0,6,4,0,3,0,2
20814,0,8,60,0,7,2,0,0,1,2
20815,0,10,63,0,6,2,0,0,1,2
20816,0,12,79,1,6,3,0,1,1,2
20817,1,2,17,1,8,0,0,1,0,2
20818,0,9,87,1,9,1,0,4,0,2
20819,0,12,79,0,6,1,0,4,0,2
20820,0,11,86,1,7,1,0,4,0,2
20821,0,8,62,1,7,1,0,3,0,2
20822,1,1,12,1,12,0,0,1,0,2
20823,0,8,59,1,7,0,0,3,0,2
20824,0,6,39,1,6,1,0,3,0,2
20825,0,6,44,1,7,1,0,3,0,2
20826,1,2,20,1,10,0,0,1,1,0
20827,0,6,28,1,4,0,1,3,0,3
20828,0,17,117,1,6,6,0,2,1,2
20829,0,15,108,1,7,3,0,2,1,2
20830,1,1,17,1,17,0,0,1,1,2
20831,0,5,29,1,5,0,1,2,1,2
20832,0,7,35,0,5,0,0,3,0,3
20833,0,6,27,1,4,0,0,3,1,3
20834,0,8,36,1,4,1,4,3,1,3
20835,0,6,28,0,4,1,0,1,0,3
20836,0,4,28,1,7,0,0,2,0,3
20837,0,81,579,1,7,17,0,20,1,3
20838,0,4,19,1,4,0,0,2,0,3
20839,0,36,270,1,7,6,0,11,0,2
20840,0,3,22,1,7,0,0,2,0,3
20841,0,48,363,1,7,13,0,11,1,2
20842,0,3,19,1,6,0,0,2,0,3
20843,0,15,115,1,7,1,0,5,0,2
20844,0,4,23,1,5,0,0,2,0,3
20845,0,15,128,1,8,1,0,5,1,2
20846,0,8,37,1,4,2,0,3,0,3
20847,0,9,53,1,5,2,0,3,1,3
20848,0,14,80,1,5,6,0,2,1,3
20849,0,12,78,1,6,5,0,2,1,3
20850,0,26,165,1,6,9,0,5,1,3
20851,1,5,35,1,7,0,1,3,0,3
20852,0,5,33,1,6,0,0,5,1,2
20853,0,6,33,0,5,1,8,1,0,2
20854,0,9,60,1,6,1,0,3,1,3
20855,0,7,42,1,6,1,0,3,1,3
20856,0,12,65,0,5,6,0,1,1,3
20857,0,11,67,1,6,1,1,4,0,3
20858,0,6,42,1,7,1,0,2,1,3
20859,0,8,56,1,7,2,0,3,1,3
20860,0,8,56,1,7,2,0,4,1,3
20861,0,5,27,1,5,0,0,2,0,3
20862,1,1,9,1,9,0,0,1,1,2
20863,0,2,12,0,6,0,0,0,0,2
20864,0,3,16,0,5,0,0,1,0,2
20865,0,2,17,0,8,0,0,1,0,2
20866,0,1,5,0,5,0,0,0,0,2
20867,0,2,9,0,4,0,0,0,0,2
20868,0,2,7,1,3,0,0,2,0,2
20869,0,4,30,1,7,0,0,2,0,2
20870,0,2,18,0,9,0,0,0,0,2
20871,0,1,6,1,6,0,4,2,0,3
20872,0,1,7,0,7,0,6,1,0,3
20873,0,3,8,1,2,0,0,3,0,0
20874,0,4,29,1,7,0,0,2,0,2
20875,0,2,17,0,8,0,0,0,0,2
20876,0,1,6,1,6,0,4,2,0,3
20877,0,1,7,0,7,0,6,1,0,3
20878,0,3,8,1,2,0,0,3,0,0
20879,0,4,32,1,8,0,0,2,0,2
20880,0,2,17,0,8,0,0,0,0,2
20881,0,1,6,1,6,0,4,2,0,3
20882,0,1,7,0,7,0,6,1,0,3
20883,1,2,17,1,8,0,0,1,1,2
20884,0,2,9,1,4,0,0,1,0,0
20885,0,4,31,1,7,0,3,4,0,2
20886,0,5,33,1,6,1,0,2,1,2
20887,0,1,10,1,10,0,0,2,0,2
20888,0,2,15,1,7,0,0,1,0,2
20889,0,19,157,1,8,2,1,13,0,2
20890,1,2,20,0,10,0,0,0,1,2
20891,0,6,31,1,5,0,0,3,1,2
20892,0,6,35,1,5,0,0,3,1,2
20893,0,4,26,1,6,1,8,4,1,2
20894,0,2,14,0,7,0,4,0,0,2
20895,0,7,55,1,7,0,0,6,1,2
20896,0,9,59,1,6,0,0,7,1,2
20897,0,2,18,0,9,0,0,0,0,0
20898,0,4,26,0,6,0,12,2,0,2
20899,0,3,38,0,12,0,0,4,0,2
20900,0,1,1,1,1,0,0,1,0,3
20901,0,1,6,0,6,0,0,0,1,0
20902,1,1,10,1,10,0,0,1,1,0
20903,0,1,1,1,1,0,0,1,0,3
20904,0,24,143,1,5,12,0,1,1,2
20905,0,1,1,1,1,0,0,1,0,3
20906,1,1,10,1,10,0,0,1,0,0
20907,0,1,1,1,1,0,0,1,0,3
20908,0,2,19,0,9,0,0,1,0,2
20909,0,2,21,0,10,0,0,1,0,2
